locus	description	name
PA14_34330	hypothetical protein	PA14_34330
PA14_34340	fructokinase	mtlZ
PA14_34350	xylulose kinase	mtlY
PA14_34360	mannitol dehydrogenase	mtlD
PA14_34370	ABC maltose/mannitol transporter ATP-binding protein	PA14_34370
PA14_34390	binding-protein-dependent maltose/mannitol transport protein	PA14_34390
PA14_34410	binding-protein-dependent maltose/mannitol transport protein	PA14_34410
PA14_34420	maltose/mannitol ABC transporter substrate-binding protein	PA14_34420
PA14_34440	transcriptional regulator MtlR	mtlR
PA14_34450	AraC family transcriptional regulator	PA14_34450
PA14_34460	hypothetical protein	PA14_34460
PA14_34490	hypothetical protein	PA14_34490
PA14_34500	ABC transporter ATP-binding protein	PA14_34500
PA14_34510	hypothetical protein	PA14_34510
PA14_34520	ABC transporter permease	PA14_34520
PA14_34540	xenobiotic compound DszA family monooxygenase	PA14_34540
PA14_34550	hypothetical protein	PA14_34550
PA14_34580	hypothetical protein	PA14_34580
PA14_34600	glyceraldehyde-3-phosphate dehydrogenase	PA14_34600
PA14_34610	hypothetical protein	PA14_34610
PA14_34630	gluconate permease	gnuT
PA14_34640	gluconokinase	PA14_34640
PA14_34660	transcriptional regulator GntR	gntR
PA14_34670	cupin superfamily protein	PA14_34670
PA14_34680	oxidoreductase	PA14_34680
PA14_34690	LysR family transcriptional regulator	PA14_34690
PA14_34700	beta lactamase	PA14_34700
PA14_34710	major facilitator transporter	PA14_34710
PA14_34720	hypothetical protein	PA14_34720
PA14_34730	XRE family transcriptional regulator	PA14_34730
PA14_34740	hypothetical protein	PA14_34740
PA14_34750	taurine catabolism dioxygenase	PA14_34750
PA14_34770	ABC transporter substrate-binding protein	PA14_34770
PA14_34780	ABC transporter ATP-binding protein	PA14_34780
PA14_34790	ABC transporter permease	PA14_34790
PA14_34800	amino acid transporter LysE	PA14_34800
PA14_34810	non-ribosomal peptide synthetase	PA14_34810
PA14_34820	regulatory protein	PA14_34820
PA14_34830	regulatory protein	PA14_34830
PA14_34840	non-ribosomal peptide synthetase	PA14_34840
PA14_34850	tRNA synthase	PA14_34850
PA14_34870	chitinase	chiC
PA14_34880	GntR family transcriptional regulator	PA14_34880
PA14_34900	oxidoreductase	PA14_34900
PA14_34920	ferredoxin	PA14_34920
PA14_34930	phycobiliprotein	PA14_34930
PA14_34940	hypothetical protein	PA14_34940
PA14_34960	glucose-sensitive porin	PA14_34960
PA14_34970	glucose dehydrogenase	gcd
PA14_34990	TonB-dependent receptor	PA14_34990
PA14_35000	hypothetical protein	PA14_35000
PA14_35010	hypothetical protein	PA14_35010
PA14_35020	hypothetical protein	PA14_35020
PA14_35030	hypothetical protein	PA14_35030
PA14_35040	hypothetical protein	PA14_35040
PA14_35050	hypothetical protein	PA14_35050
PA14_35060	hypothetical protein	PA14_35060
PA14_35070	AraC family transcriptional regulator	PA14_35070
PA14_35080	arsenical resistance protein	PA14_35080
PA14_35100	arsenate reductase	arsC
PA14_35110	arsenite-antimonite efflux pump ArsB	arsB
PA14_35130	arsenic resistance transcriptional regulator	arsR
PA14_35140	AraC family transcriptional regulator	PA14_35140
PA14_35150	alcohol dehydrogenase	PA14_35150
PA14_35160	hypothetical protein	PA14_35160
PA14_35170	redox-sensing activator of soxS	PA14_35170
PA14_35190	penicillin-binding protein 3A	pbpC
PA14_35200	acetyltransferase	PA14_35200
PA14_35210	TetR family transcriptional regulator	PA14_35210
PA14_35230	hypothetical protein	PA14_35230
PA14_35240	hypothetical protein	PA14_35240
PA14_35250	LysR family transcriptional regulator	PA14_35250
PA14_35270	cytochrome c precursor	PA14_35270
PA14_35290	gluconate dehydrogenase	gnd
PA14_35300	hypothetical protein	PA14_35300
PA14_35320	2-hydroxyacid dehydrogenase	PA14_35320
PA14_35330	2-ketogluconate transporter	PA14_35330
PA14_35340	2-ketogluconate kinase	PA14_35340
PA14_35360	hypothetical protein	PA14_35360
PA14_35370	transcriptional regulator PtxS	ptxS
PA14_35380	transcriptional regulator PtxR	ptxR
PA14_35390	pyoverdine biosynthesis protein PvcD	pvcD
PA14_35400	pyoverdine biosynthesis protein PvcC	pvcC
PA14_35420	pyoverdine biosynthesis protein PvcB	pvcB
PA14_35430	pyoverdine biosynthesis protein PvcA	pvcA
PA14_35440	L-asparaginase I	ansA
PA14_35460	AGCS sodium/alanine/glycine symporter	PA14_35460
PA14_35470	hypothetical protein	PA14_35470
PA14_35490	dihydrolipoamide dehydrogenase	lpdV
PA14_35500	branched-chain alpha-keto acid dehydrogenase subunit E2	bkdB
PA14_35520	2-oxoisovalerate dehydrogenase subunit beta	bkdA2
PA14_35530	2-oxoisovalerate dehydrogenase subunit alpha	bkdA1
PA14_35540	transcriptional regulator BkdR	bkdR
PA14_35550	hypothetical protein	pslO
PA14_35570	hypothetical protein	pslN
PA14_35590	FAD-binding dehydrogenase	pslM
PA14_35600	hypothetical protein	pslL
PA14_35620	hypothetical protein	pslK
PA14_35630	hypothetical protein	pslJ
PA14_35640	transferase	pslI
PA14_35650	hypothetical protein	pslH
PA14_35670	glycosyl hydrolase	pslG
PA14_35680	hypothetical protein	pslF
PA14_35690	hypothetical protein	pslE
PA14_35700	hypothetical protein	PA14_35700
PA14_35710	hypothetical protein	PA14_35710
PA14_35720	hypothetical protein	PA14_35720
PA14_35730	hypothetical protein	PA14_35730
PA14_35740	transposase	PA14_35740
PA14_35750	tpnA repressor protein	PA14_35750
PA14_35760	hypothetical protein	PA14_35760
PA14_35770	hypothetical protein	PA14_35770
PA14_35780	hypothetical protein	PA14_35780
PA14_35790	homospermidine synthase	PA14_35790
PA14_35800	hypothetical protein	PA14_35800
PA14_35810	hypothetical protein	PA14_35810
PA14_35820	cointegrate resolution protein S	tnpS
PA14_35830	cointegrate resolution protein T	tnpT
PA14_35840	hypothetical protein	PA14_35840
PA14_35850	hypothetical protein	PA14_35850
PA14_35860	amino acid permease	PA14_35860
PA14_35880	gamma-aminobutyraldehyde dehydrogenase	PA14_35880
PA14_35890	diaminobutyrate--2-oxoglutarate aminotransferase	PA14_35890
PA14_35900	dehydrogenase	PA14_35900
PA14_35920	acetate permease	PA14_35920
PA14_35930	hypothetical protein	PA14_35930
PA14_35940	acyl-CoA synthetase	PA14_35940
PA14_35950	dehydrogenase	PA14_35950
PA14_35970	acyl-CoA dehydrogenase	PA14_35970
PA14_35980	acyl-CoA dehydrogenase	PA14_35980
PA14_35990	FadE36, aminoglycoside phosphotransferase	PA14_35990
PA14_36000	propionate catabolism operon regulator	prpR
PA14_36010	hypothetical protein	PA14_36010
PA14_36020	paraquat-inducible protein B	PA14_36020
PA14_36030	paraquat-inducible protein A	PA14_36030
PA14_36050	aldehyde dehydrogenase	PA14_36050
PA14_36060	hypothetical protein	PA14_36060
PA14_36070	hypothetical protein	PA14_36070
PA14_36080	MFS transporter	PA14_36080
PA14_36090	porin	PA14_36090
PA14_36100	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA
PA14_36110	hypothetical protein	PA14_36110
PA14_36120	MFS transporter	PA14_36120
PA14_36130	hypothetical protein	PA14_36130
PA14_36150	hypothetical protein	PA14_36150
PA14_36170	hypothetical protein	PA14_36170
PA14_36180	LysR family transcriptional regulator	PA14_36180
PA14_36190	hypothetical protein	PA14_36190
PA14_36200	ABC transporter substrate-binding protein	PA14_36200
PA14_36220	amino acid permease	PA14_36220
PA14_36230	amino acid ABC transporter permease	PA14_36230
PA14_36250	hypothetical protein	PA14_36250
PA14_36260	signal transduction protein	PA14_36260
PA14_36270	dehydrogenase	PA14_36270
PA14_36280	antibiotic biosynthesis monooxygenase	PA14_36280
PA14_36290	hypothetical protein	PA14_36290
PA14_36300	TetR family transcriptional regulator	PA14_36300
PA14_36310	hydrogen cyanide synthase HcnC	hcnC
PA14_36320	hydrogen cyanide synthase HcnB	hcnB
PA14_36330	hydrogen cyanide synthase HcnA	hcnA
PA14_36345	adenylate cyclase	exoY
PA14_36350	hypothetical protein	PA14_36350
PA14_36360	hypothetical protein	PA14_36360
PA14_36370	carboxylate-amine ligase	PA14_36370
PA14_36375	hypothetical protein	PA14_36375
PA14_36390	hypothetical protein	PA14_36390
PA14_36400	hypothetical protein	PA14_36400
PA14_36410	hypothetical protein	PA14_36410
PA14_36420	sensor/response regulator hybrid	PA14_36420
PA14_36450	hypothetical protein	PA14_36450
PA14_36460	hypothetical protein	PA14_36460
PA14_36470	hypothetical protein	PA14_36470
PA14_36480	hypothetical protein	PA14_36480
PA14_36490	hypothetical protein	PA14_36490
PA14_36500	hypothetical protein	PA14_36500
PA14_36520	hypothetical protein	PA14_36520
PA14_36530	hypothetical protein	PA14_36530
PA14_36540	hypothetical protein	PA14_36540
PA14_36550	hypothetical protein	PA14_36550
PA14_36560	hypothetical protein	PA14_36560
PA14_36570	glycogen synthase	glgA
PA14_36580	glycosyl hydrolase	PA14_36580
PA14_36590	4-alpha-glucanotransferase	PA14_36590
PA14_36605	maltooligosyl trehalose synthase	PA14_36605
PA14_36620	hypothetical protein	PA14_36620
PA14_36630	glycosyl hydrolase	PA14_36630
PA14_36650	hypothetical protein	PA14_36650
PA14_36660	alcohol dehydrogenase	PA14_36660
PA14_36670	hypothetical protein	PA14_36670
PA14_36680	hypothetical protein	PA14_36680
PA14_36690	cardiolipin synthase 2	PA14_36690
PA14_36700	hypothetical protein	PA14_36700
PA14_36710	glycogen branching protein	glgB
PA14_36730	trehalose synthase	PA14_36730
PA14_36740	hypothetical protein	PA14_36740
PA14_36760	KU domain-containing protein	PA14_36760
PA14_36770	hypothetical protein	PA14_36770
PA14_36780	hypothetical protein	PA14_36780
PA14_36790	hypothetical protein	PA14_36790
PA14_36810	hydroperoxidase II	katE
PA14_36820	hypothetical protein	PA14_36820
PA14_36830	hypothetical protein	PA14_36830
PA14_36840	glycogen phosphorylase	glgP
PA14_36850	hypothetical protein	PA14_36850
PA14_36860	hypothetical protein	PA14_36860
PA14_36870	short-chain dehydrogenase	PA14_36870
PA14_36880	ompetence-damaged protein	PA14_36880
PA14_36890	metallothionein	PA14_36890
PA14_36900	hypothetical protein	PA14_36900
PA14_36910	ATP-dependent DNA ligase	ligD
PA14_36920	hypothetical protein	PA14_36920
PA14_36930	hypothetical protein	PA14_36930
PA14_36940	hypothetical protein	PA14_36940
PA14_36960	transporter	PA14_36960
PA14_36980	hypothetical protein	PA14_36980
PA14_36990	Cyclic-guanylate-specific phosphodiesterase	PA14_36990
PA14_37000	chaperone CupA5	cupA5
PA14_37010	fimbrial subunit CupA4	cupA4
PA14_37030	usher	cupA3
PA14_37040	chaperone CupA2	cupA2
PA14_37060	fimbrial subunit CupA1	cupA1
PA14_37070	hypothetical protein	PA14_37070
PA14_37080	hypothetical protein	PA14_37080
PA14_37090	aldehyde dehydrogenase	PA14_37090
PA14_37100	dehydrogenase	PA14_37100
PA14_37120	LysR family transcriptional regulator	PA14_37120
PA14_37130	hypothetical protein	PA14_37130
PA14_37140	LysR family transcriptional regulator	PA14_37140
PA14_37150	hypothetical protein	PA14_37150
PA14_37170	hypothetical protein	PA14_37170
PA14_37190	O6-methylguanine-DNA methyltransferase	ada
PA14_37200	hypothetical protein	PA14_37200
PA14_37210	hypothetical protein	PA14_37210
PA14_37220	LysR family transcriptional regulator	PA14_37220
PA14_37250	major facilitator transporter	PA14_37250
PA14_37260	porin	PA14_37260
PA14_37270	LamB/YcsF family protein	PA14_37270
PA14_37290	hypothetical protein	PA14_37290
PA14_37310	hypothetical protein	PA14_37310
PA14_37320	hypothetical protein	PA14_37320
PA14_37340	thiamine pyrophosphate protein	PA14_37340
PA14_37350	hypothetical protein	PA14_37350
PA14_37360	short chain dehydrogenase	PA14_37360
PA14_37370	esterase	PA14_37370
PA14_37380	flavin-binding monooxygenase	PA14_37380
PA14_37400	AraC family transcriptional regulator	PA14_37400
PA14_37410	hypothetical protein	PA14_37410
PA14_37420	transmembrane sensor protein	PA14_37420
PA14_37430	RNA polymerase sigma factor	PA14_37430
PA14_37440	MFS transporter	PA14_37440
PA14_37460	permease	PA14_37460
PA14_37470	flavin-dependent oxidoreductase	PA14_37470
PA14_37490	TonB-dependent receptor	PA14_37490
PA14_37510	hypothetical protein	PA14_37510
PA14_37520	hypothetical protein	PA14_37520
PA14_37530	hydrolase	PA14_37530
PA14_37550	ring-hydroxylating dioxygenase small subunit	PA14_37550
PA14_37560	asparagine synthetase, glutamine-hydrolysing	PA14_37560
PA14_37570	ring-hydroxylating dioxygenase, large terminal subunit	PA14_37570
PA14_37580	leucine-responsive regulatory protein	PA14_37580
PA14_37590	kynurenine formamidase, KynB	kynB
PA14_37610	kynureninase	PA14_37610
PA14_37630	amino acid permease	PA14_37630
PA14_37640	hypothetical protein	PA14_37640
PA14_37650	hypothetical protein	PA14_37650
PA14_37660	transcriptional regulator	PA14_37660
PA14_37670	hypothetical protein	PA14_37670
PA14_37680	hypothetical protein	PA14_37680
PA14_37690	sensory box protein	PA14_37690
PA14_37710	elongation factor G	fusA2
PA14_37730	TonB dependent receptor	PA14_37730
PA14_37745	carbamoyl transferase	PA14_37745
PA14_37760	MFS transporter	PA14_37760
PA14_37770	hydrolase	PA14_37770
PA14_37780	hypothetical protein	PA14_37780
PA14_37790	copper resistance protein A	pcoA
PA14_37810	copper resistance protein B	pcoB
PA14_37820	hypothetical protein	PA14_37820
PA14_37830	pyridoxal-phosphate dependent protein	PA14_37830
PA14_37840	ABC transporter ATP-binding protein, SppD	sppD
PA14_37850	ABC transporter permease, SppC	sppC
PA14_37870	ABC transporter permease, SppB	sppB
PA14_37880	ABC transporter substrate-binding protein, SppA	sppA
PA14_37900	TonB-dependent receptor, SppR	sppR
PA14_37910	LysR family transcriptional regulator	PA14_37910
PA14_37915	major facilitator transporter	PA14_37915
PA14_37940	DNA-binding transcriptional regulator CynR	cynR
PA14_37950	carbonate dehydratase	cynT
PA14_37965	cyanate hydratase	cynS
PA14_37980	Fe2+-dicitrate sensor, membrane protein	PA14_37980
PA14_37990	RNA polymerase sigma factor	PA14_37990
PA14_38000	hypothetical protein	PA14_38000
PA14_38010	hypothetical protein	PA14_38010
PA14_38020	ntibiotic biosynthesis monooxygenase	PA14_38020
PA14_38040	AraC family transcriptional regulator	PA14_38040
PA14_38050	hypothetical protein	PA14_38050
PA14_38060	hypothetical protein	PA14_38060
PA14_38080	hypothetical protein	PA14_38080
PA14_38090	pseudouridylate synthase	PA14_38090
PA14_38110	serine/threonine transporter SstT	PA14_38110
PA14_38130	amino acid permease	PA14_38130
PA14_38140	glutamine synthetase	PA14_38140
PA14_38160	hypothetical protein	PA14_38160
PA14_38170	hypothetical protein	PA14_38170
PA14_38180	hypothetical protein	PA14_38180
PA14_38190	hypothetical protein	PA14_38190
PA14_38200	thiamine pyrophosphate protein	PA14_38200
PA14_38210	hypothetical protein	PA14_38210
PA14_38220	hypothetical protein	PA14_38220
PA14_38250	transcriptional regulator	PA14_38250
PA14_38260	hypothetical protein	PA14_38260
PA14_38270	hypothetical protein	PA14_38270
PA14_38290	hypothetical protein	PA14_38290
PA14_38300	transcriptional regulator	PA14_38300
PA14_38310	hypothetical protein	PA14_38310
PA14_38320	bile acid/Na+ symporter family transporter	PA14_38320
PA14_38330	glutathione reductase	gor
PA14_38340	ring-cleaving dioxygenase	PA14_38340
PA14_38350	UTP-glucose-1-phosphate uridylyltransferase	galU
PA14_38360	nucleotide sugar dehydrogenase	PA14_38360
PA14_38370	hypothetical protein	PA14_38370
PA14_38380	transcriptional regulator	PA14_38380
PA14_38395	periplasmic multidrug efflux lipoprotein	PA14_38395
PA14_38410	multidrug efflux protein	amrB
PA14_38420	hypothetical protein	PA14_38420
PA14_38430	regulatory gene of gnyRDBHAL cluster, GnyR	gnyR
PA14_38440	citronelloyl-CoA dehydrogenase, GnyD	gnyD
PA14_38460	acyl-CoA carboxyltransferase subunit beta	gnyB
PA14_38470	gamma-carboxygeranoyl-CoA hydratase	gnyH
PA14_38480	alpha subunit of geranoyl-CoA carboxylase, GnyA	gnyA
PA14_38490	hydroxymethylglutaryl-CoA lyase	gnyL
PA14_38500	IclR family transcriptional regulator	PA14_38500
PA14_38510	homogentisate 1,2-dioxygenase	hmgA
PA14_38530	fumarylacetoacetase	fahA
PA14_38550	maleylacetoacetate isomerase	maiA
PA14_38560	MFS transporter	PA14_38560
PA14_38570	transcriptional regulator	PA14_38570
PA14_38580	hypothetical protein	PA14_38580
PA14_38590	3-hydroxybutyrate dehydrogenase	bdhA
PA14_38610	hypothetical protein	PA14_38610
PA14_38630	acetyl-CoA acetyltransferase	atoB
PA14_38640	CoA transferase subunit B	PA14_38640
PA14_38660	CoA transferase, subunit A	PA14_38660
PA14_38680	LysR family transcriptional regulator	PA14_38680
PA14_38690	acetoacetyl-CoA synthetase	PA14_38690
PA14_38700	peptidyl-prolyl cis-trans isomerase C1	ppiC1
PA14_38710	hypothetical protein	PA14_38710
PA14_38720	hypothetical protein	PA14_38720
PA14_38730	major facilitator superfamily transporter	PA14_38730
PA14_38740	two-component sensor	PA14_38740
PA14_38750	iron-containing alcohol dehydrogenase	PA14_38750
PA14_38770	peptidase	PA14_38770
PA14_38780	pyrroloquinoline quinone biosynthesis protein PqqE	pqqE
PA14_38790	pyrroloquinoline quinone biosynthesis protein PqqD	pqqD
PA14_38800	pyrroloquinoline quinone biosynthesis protein PqqC	pqqC
PA14_38820	pyrroloquinoline quinone biosynthesis protein PqqB	pqqB
PA14_38825	coenzyme PQQ synthesis protein PqqA	pqqA
PA14_38840	NAD+ dependent acetaldehyde dehydrogenase	PA14_38840
PA14_38850	cytochrome c550	exaB
PA14_38860	quinoprotein alcohol dehydrogenase	exaA
PA14_38880	hypothetical protein	PA14_38880
PA14_38900	two-component response regulator	PA14_38900
PA14_38910	sensor kinase	PA14_38910
PA14_38920	hypothetical protein	PA14_38920
PA14_38930	transcriptional regulator	PA14_38930
PA14_38950	hypothetical protein	PA14_38950
PA14_38970	two-component sensor	PA14_38970
PA14_38990	hypothetical protein	PA14_38990
PA14_39000	hypothetical protein	PA14_39000
PA14_39010	pyrroloquinoline quinone biosynthesis protein F	pqqF
PA14_39020	hypothetical protein	PA14_39020
PA14_39050	branched-chain amino acid transport carrier	braZ
PA14_39060	lipoprotein	PA14_39060
PA14_39070	hypothetical protein	PA14_39070
PA14_39080	hypothetical protein	PA14_39080
PA14_39090	hypothetical protein	PA14_39090
PA14_39100	hypothetical protein	PA14_39100
PA14_39110	hypothetical protein	PA14_39110
PA14_39130	ABC transporter ATP-binding protein	PA14_39130
PA14_39140	hypothetical protein	PA14_39140
PA14_39150	azoreductase	PA14_39150
PA14_39160	LysR family transcriptional regulator	PA14_39160
PA14_39180	hypothetical protein	PA14_39180
PA14_39190	UDP pyrophosphate phosphatase	bacA
PA14_39200	transporter	PA14_39200
PA14_39210	hypothetical protein	PA14_39210
PA14_39220	hypothetical protein	PA14_39220
PA14_39230	hypothetical protein	PA14_39230
PA14_39240	hypothetical protein	PA14_39240
PA14_39250	double-glycine peptidase	PA14_39250
PA14_39260	hypothetical protein	PA14_39260
PA14_39270	hypothetical protein	PA14_39270
PA14_39280	ribokinase	rbsK
PA14_39300	ribose operon repressor RbsR	rbsR
PA14_39320	membrane protein component of ABC ribose transporter	rbsC
PA14_39330	ribose transporter	rbsA
PA14_39350	ribose ABC transporter substrate-binding protein	rbsB
PA14_39360	sigma-54 dependent transcriptional regulator	PA14_39360
PA14_39390	30S ribosomal protein S6 modification protein	PA14_39390
PA14_39410	hypothetical protein	PA14_39410
PA14_39420	hypothetical protein	PA14_39420
PA14_39440	hypothetical protein	PA14_39440
PA14_39460	hypothetical protein	PA14_39460
PA14_39470	hypothetical protein	PA14_39470
PA14_39480	hypothetical protein	PA14_39480
PA14_39500	hypothetical protein	PA14_39500
PA14_39520	hydroxylase large subunit	PA14_39520
PA14_39530	hydroxylase molybdopterin-containing subunit	PA14_39530
PA14_39540	ferredoxin	PA14_39540
PA14_39560	chemotaxis transducer	PA14_39560
PA14_39570	hypothetical protein	PA14_39570
PA14_39580	ribosomal protein alanine acetyltransferase	rimJ
PA14_39590	5- methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase	metE
PA14_39610	hypothetical protein	PA14_39610
PA14_39620	hypothetical protein	PA14_39620
PA14_39630	hypothetical protein	PA14_39630
PA14_39640	cobaltochelatase subunit CobN	cobN
PA14_39650	TonB-dependent receptor	PA14_39650
PA14_39660	hypothetical protein	PA14_39660
PA14_39670	hypothetical protein	PA14_39670
PA14_39690	anaerobic ribonucleoside triphosphate reductase	PA14_39690
PA14_39700	hypothetical protein	PA14_39700
PA14_39710	radical SAM protein	PA14_39710
PA14_39720	amino acid oxidase	PA14_39720
PA14_39730	hypothetical protein	PA14_39730
PA14_39750	amino acid permease	PA14_39750
PA14_39770	regulatory protein	PA14_39770
PA14_39780	hypothetical protein	PA14_39780
PA14_39790	hypothetical protein	PA14_39790
PA14_39800	ECF subfamily RNA polymerase sigma-70 factor	PA14_39800
PA14_39810	transmembrane sensor	PA14_39810
PA14_39820	tonB-dependent receptor protein	PA14_39820
PA14_39830	hypothetical protein	PA14_39830
PA14_39850	MFS transporter	PA14_39850
PA14_39860	hypothetical protein	PA14_39860
PA14_39870	hydrolase	PA14_39870
PA14_39880	pyridoxamine 5'-phosphate oxidase	phzG2
PA14_39890	phenazine biosynthesis protein	phzF2
PA14_39910	phenazine biosynthesis protein PhzE	phzE2
PA14_39925	phenazine biosynthesis protein PhzD	phzD2
PA14_39945	phenazine biosynthesis protein PhzC	phzC2
PA14_39960	phenazine biosynthesis protein	phzB2
PA14_39970	phenazine biosynthesis protein	phzA2
PA14_39980	transcriptional regulator	qscR
PA14_39990	hypothetical protein	PA14_39990
PA14_40010	hypothetical protein	PA14_40010
PA14_40020	hypothetical protein	PA14_40020
PA14_40030	hypothetical protein	PA14_40030
PA14_40040	hypothetical protein	PA14_40040
PA14_40050	hypothetical protein	PA14_40050
PA14_40060	hypothetical protein	PA14_40060
PA14_40070	glutathione S-transferase	PA14_40070
PA14_40080	hypothetical protein	PA14_40080
PA14_40100	hypothetical protein	PA14_40100
PA14_40110	hypothetical protein	PA14_40110
PA14_40120	DNA polymerase II	polB
PA14_40130	hypothetical protein	PA14_40130
PA14_40150	transcriptional regulator	PA14_40150
PA14_40160	NADH-ubiquinone/plastoquinone oxidoreductase	PA14_40160
PA14_40170	transporter	PA14_40170
PA14_40180	oxidoreductase	PA14_40180
PA14_40200	oxidoreductase	PA14_40200
PA14_40210	hypothetical protein	PA14_40210
PA14_40220	hypothetical protein	PA14_40220
PA14_40230	secretion protein	PA14_40230
PA14_40240	ABC transporter ATP-binding protein/permease	PA14_40240
PA14_40250	outer membrane protein	PA14_40250
PA14_40260	hypothetical protein	PA14_40260
PA14_40270	cation transporter	PA14_40270
PA14_40280	hypothetical protein	PA14_40280
PA14_40290	LasA protease	lasA
PA14_40300	hypothetical protein	PA14_40300
PA14_40310	acyl carrier protein	PA14_40310
PA14_40320	secretion protein XqhA	xqhA
PA14_40330	hypothetical protein	PA14_40330
PA14_40340	hypothetical protein	PA14_40340
PA14_40350	hypothetical protein	PA14_40350
PA14_40370	hypothetical protein	PA14_40370
PA14_40380	TetR family transcriptional regulator	PA14_40380
PA14_40390	molybdate-binding periplasmic protein precursor modA	modA
PA14_40410	molybdenum transport protein ModB	modB
PA14_40420	molybdenum transport protein ModC	modC
PA14_40430	hypothetical protein	PA14_40430
PA14_40440	LysR family transcriptional regulator	PA14_40440
PA14_40450	streptomycin 3''-phosphotransferase	str
PA14_40470	TrkH family potassium uptake protein	PA14_40470
PA14_40490	hypothetical protein	PA14_40490
PA14_40510	cbb3-type cytochrome c oxidase subunit I	ccoN-2
PA14_40520	hypothetical protein	PA14_40520
PA14_40540	hypothetical protein	PA14_40540
PA14_40550	LysR family transcriptional regulator	PA14_40550
PA14_40560	hypothetical protein	PA14_40560
PA14_40570	two-component response regulator	PA14_40570
PA14_40600	transcriptional regulator	PA14_40600
PA14_40610	hypothetical protein	PA14_40610
PA14_40620	MFS transporter	PA14_40620
PA14_40630	hypothetical protein	PA14_40630
PA14_40640	cis/trans isomerase	cti
PA14_40650	hypothetical protein	PA14_40650
PA14_40660	hypothetical protein	PA14_40660
PA14_40670	B12-dependent methionine synthase	metH
PA14_40690	hypothetical protein	PA14_40690
PA14_40700	hypothetical protein	PA14_40700
PA14_40710	hypothetical protein	PA14_40710
PA14_40730	ribosomal RNA large subunit methyltransferase N	PA14_40730
PA14_40740	hypothetical protein	PA14_40740
PA14_40750	hypothetical protein	PA14_40750
PA14_40770	sulfite reductase	cysI
PA14_40780	hypothetical protein	PA14_40780
PA14_40790	transcriptional regulator	PA14_40790
PA14_40800	hypothetical protein	PA14_40800
PA14_40820	hydrolase	PA14_40820
PA14_40830	oxidoreductase	PA14_40830
PA14_40840	periplasmic protease	PA14_40840
PA14_40850	hypothetical protein	PA14_40850
PA14_40860	hypothetical protein	PA14_40860
PA14_40880	hypothetical protein	PA14_40880
PA14_40890	short chain dehydrogenase	PA14_40890
PA14_40900	short-chain dehydrogenase	PA14_40900
PA14_40910	LysR family transcriptional regulatory protein	PA14_40910
PA14_40930	hypothetical protein	PA14_40930
PA14_40940	hypothetical protein	PA14_40940
PA14_40950	NADH pyrophosphatase	nudC
PA14_40960	pilin biosynthetic protein	PA14_40960
PA14_40980	enoyl-CoA hydratase	PA14_40980
PA14_41000	sodium/proton antiporter	nhaB
PA14_41010	amino acid permease	PA14_41010
PA14_41020	Orn/Arg/Lys decarboxylase	PA14_41020
PA14_41030	hypothetical protein	PA14_41030
PA14_41050	DNA polymerase III subunit epsilon	dnaQ
PA14_41060	ribonuclease H	rnhA
PA14_41070	hypothetical protein	PA14_41070
PA14_41080	hydroxyacylglutathione hydrolase	PA14_41080
PA14_41090	membrane-bound lytic murein transglycosylase D	mltD
PA14_41110	ABC transporter substrate-binding protein NppA1	nppA1
PA14_41130	ABC transporter substrate-binding protein NppA2	nppA2
PA14_41140	peptidyl nucleoside antibiotic ABC transporter permease NppB	nppB
PA14_41150	peptidyl nucleoside antibiotic ABC transporter permease NppC	nppC
PA14_41160	peptidyl nucleoside antibiotic ABC transporter ATP-binding protein NppD	nppD
PA14_41170	NADH-dependent enoyl-ACP reductase	fabI
PA14_41190	peptidyl-prolyl cis-trans isomerase D	ppiD
PA14_41210	DNA-binding protein HU	hupB
PA14_41220	Lon protease	lon
PA14_41230	ATP-dependent protease ATP-binding subunit ClpX	clpX
PA14_41240	ATP-dependent Clp protease proteolytic subunit	clpP
PA14_41250	trigger factor	tig
PA14_41260	two-component response regulator	PA14_41260
PA14_41270	two-component sensor	PA14_41270
PA14_41280	beta-lactamase	PA14_41280
PA14_41290	hypothetical protein	PA14_41290
PA14_41300	hypothetical protein	PA14_41300
PA14_41350	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	folD
PA14_41360	cysteinyl-tRNA synthetase	cysS
PA14_41380	glutaminyl-tRNA synthetase	glnS
PA14_41390	peptidyl-prolyl cis-trans isomerase B	ppiB
PA14_41400	UDP-2,3-diacylglucosamine hydrolase	PA14_41400
PA14_41420	hypothetical protein	PA14_41420
PA14_41430	hypothetical protein	PA14_41430
PA14_41440	hypothetical protein	PA14_41440
PA14_41450	hypothetical protein	PA14_41450
PA14_41470	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	acnB
PA14_41480	hypothetical protein	nasS
PA14_41490	hypothetical protein	nasT
PA14_41500	lyase	PA14_41500
PA14_41510	nitrate transporter	nasA
PA14_41520	serine/threonine-protein kinase	PA14_41520
PA14_41530	assimilatory nitrite reductase large subunit	nirB
PA14_41540	assimilatory nitrite reductase small subunit	nirD
PA14_41560	assimilatory nitrate reductase	PA14_41560
