locus	description	name
PALES_26941	hypothetical protein	ORF C92
PALES_26951	hypothetical protein	PALES_26951
PALES_26961	hypothetical protein	PALES_26961
PALES_26971	hypothetical protein	PALES_26971
PALES_26981	putative lipoprotein signal peptidase	PALES_26981
PALES_26991	Heavy metal translocating P-type ATPase	PALES_26991
PALES_27001	transcriptional regulator	PALES_27001
PALES_27002	Co/Zn/Cd efflux system component	PALES_27002
PALES_27011	DNA topoisomerase III	PALES_27011
PALES_27021	single-stranded DNA-binding protein	PALES_27021
PALES_27031	Putative integrase regulator R protein	PALES_27031
PALES_27041	Domain of unknown function DUF1845	PALES_27041
PALES_27051	hypothetical protein	PALES_27051
PALES_27061	COG0635: Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	PALES_27061
PALES_27071	COG1475: Predicted transcriptional regulators	PALES_27071
PALES_27081	Cobyrinic acid a,c-diamide synthase	PALES_27081
PALES_27091	hypothetical protein	ORF C109
PALES_27101	hypothetical protein	PALES_27101
PALES_27102	hypothetical protein	PALES_27102
PALES_27111	putative sensor/response regulator hybrid	PALES_27111
PALES_27121	putative activator of osmoprotectant transporter	PALES_27121
PALES_27131	hypothetical protein	PALES_27131
PALES_27141	putative NADPH specific quinone oxidoreductase	PALES_27141
PALES_27151	putative tryptophan oxygenase	PALES_27151
PALES_27161	putative acetyltransferase	PALES_27161
PALES_27171	putative transcriptional regulator	PALES_27171
PALES_27181	putative permease	PALES_27181
PALES_27191	putative nitroreductase	PALES_27191
PALES_27201	alkane-1-monooxygenase	alkB1
PALES_27211	putative chemotaxis transducer	PALES_27211
PALES_27221	putative two-component response regulator	PALES_27221
PALES_27231	putative two-component sensor	PALES_27231
PALES_27241	LecA	lecA
PALES_27251	hypothetical protein	PALES_27251
PALES_27261	hypothetical protein	PALES_27261
PALES_27271	putative EAL domain	PALES_27271
PALES_27281	hypothetical protein	PALES_27281
PALES_27291	putative sulfate transporter	PALES_27291
PALES_27301	hypothetical protein	PALES_27301
PALES_27311	putative chemotaxis transducer	PALES_27311
PALES_27321	hypothetical protein	PALES_27321
PALES_27331	hypothetical protein	PALES_27331
PALES_27341	hypothetical protein	PALES_27341
PALES_27351	hypothetical protein	PALES_27351
PALES_27361	putative transport protein	PALES_27361
PALES_27371	AMP-binding domain protein	PALES_27371
PALES_27381	putative transcriptional regulator	PALES_27381
PALES_27391	putative AMP-binding enzyme	PALES_27391
PALES_27401	putative short-chain dehydrogenase	PALES_27401
PALES_27411	putative acyl-CoA thiolase	PALES_27411
PALES_27421	putative acyl-CoA dehydrogenase	PALES_27421
PALES_27431	putative transcriptional regulator	PALES_27431
PALES_27441	putative acyl-CoA dehydrogenase	PALES_27441
PALES_27451	putative membrane protein, TerC family	PALES_27451
PALES_27461	putative ABC-type periplasmic phosphate-binding protein	PALES_27461
PALES_27471	putative transcriptional regulator	PALES_27471
PALES_27481	putative ring-cleaving dioxygenase	PALES_27481
PALES_27491	exonuclease III	xthA
PALES_27501	putative acetyltransferase	PALES_27501
PALES_27511	putative outer membrane protein	PALES_27511
PALES_27521	hypothetical protein	PALES_27521
PALES_27531	putative CDP-alcohol phosphatidyltransferase	PALES_27531
PALES_27541	putative lysophospholipas	PALES_27541
PALES_27551	putative dual specificity phosphatase	PALES_27551
PALES_27561	hypothetical protein	PALES_27561
PALES_27571	putative acyltransferase	PALES_27571
PALES_27581	putative phosphatidate cytidylyltransferase	PALES_27581
PALES_27591	putative oxidoreductase	PALES_27591
PALES_27601	putative transcriptional regulator	PALES_27601
PALES_27611	putative sodium:alanine symporter	PALES_27611
PALES_27621	thiol peroxidase	tpx
PALES_27631	putative aminotransferase	PALES_27631
PALES_27641	putative protease	PALES_27641
PALES_27651	putative protease	PALES_27651
PALES_27661	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor	PALES_27661
PALES_27671	putative Resistance-Nodulation-Cell Division (RND) efflux transporter	PALES_27671
PALES_27681	putative Resistance-Nodulation-Cell Division (RND) efflux transporter	PALES_27681
PALES_27691	putative outer membrane protein precursor	PALES_27691
PALES_27701	hypothetical protein	PALES_27701
PALES_27711	putative two-component sensor	PALES_27711
PALES_27721	putative two-component response regulator	PALES_27721
PALES_27731	outer membrane protein precursor CzcC	czcC
PALES_27741	Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux membrane fusion protein CzcB precursor	czcB
PALES_27751	Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux transporter CzcA	czcA
PALES_27761	transcriptional regulator XylS	xylS
PALES_27771	toluate 1,2-dioxygenase alpha subunit	xylX
PALES_27781	toluate 1,2-dioxygenase beta subunit	xylY
PALES_27791	toluate 1,2-dioxygenase electron transfer component	xylZ
PALES_27801	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	benD
PALES_27811	anthranilate dioxygenase reductase	antC
PALES_27821	anthranilate dioxygenase small subunit	antB
PALES_27831	anthranilate dioxygenase large subunit	antA
PALES_27841	putative transcriptional regulator	PALES_27841
PALES_27851	transcriptional regulator CatR	catR
PALES_27861	muconate cycloisomerase I	catB
PALES_27871	muconolactone delta-isomerase	catC
PALES_27881	catechol 1,2-dioxygenase	catA
PALES_27891	hypothetical protein	PALES_27891
PALES_27901	tyrosine porin OpdT	opdT
PALES_27911	hypothetical protein	PALES_27911
PALES_27921	hypothetical protein	PALES_27921
PALES_27931	putative kinase	PALES_27931
PALES_27941	hypothetical protein	PALES_27941
PALES_27951	putative major facilitator superfamily (MFS) transporter	PALES_27951
PALES_27961	putative deaminase	PALES_27961
PALES_27971	hypothetical protein	PALES_27971
PALES_27981	putative transcriptional regulator	PALES_27981
PALES_27991	putative DNA damage-inducible gene	PALES_27991
PALES_28001	Multidrug efflux outer membrane protein OprN precursor	oprN
PALES_28031	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexE precursor	mexE
PALES_28051	putative oxidoreductase	PALES_28051
PALES_28061	hypothetical protein	PALES_28061
PALES_28071	putative transcriptional regulator	PALES_28071
PALES_28081	putative transcriptional regulator	PALES_28081
PALES_28091	hypothetical protein	PALES_28091
PALES_28101	hypothetical protein	PALES_28101
PALES_28111	hypothetical protein	PALES_28111
PALES_28121	putative TetR-family transcriptional regulator	PALES_28121
PALES_28131	putative flavin-dependent oxidoreductase	PALES_28131
PALES_28141	putative cytochrome c	PALES_28141
PALES_28151	hypothetical protein	PALES_28151
PALES_28161	putative two-component sensor	PALES_28161
PALES_28171	putative two-component response regulator	PALES_28171
PALES_28181	putative thiol:disulfide interchange protein	PALES_28181
PALES_28191	putative thiol:disulfide interchange protein	PALES_28191
PALES_28201	disulfide isomerase/thiol-disulfide oxidase	dsbG
PALES_28211	putative cytochrome P450	PALES_28211
PALES_28221	hypothetical protein	PALES_28221
PALES_28231	putative glutathione S-transferase	PALES_28231
PALES_28241	putative major facilitator superfamily (MFS) transporter	PALES_28241
PALES_28251	hypothetical protein	PALES_28251
PALES_28261	gentisate 1,2-dioxygenase	gtdA
PALES_28271	putative transcriptional regulator	PALES_28271
PALES_28281	ECF sigma factor FoxI	foxI
PALES_28291	Anti-sigma factor FoxR	foxR
PALES_28301	Ferrioxamine receptor FoxA	foxA
PALES_28311	hypothetical protein	PALES_28311
PALES_28321	hypothetical protein	PALES_28321
PALES_28331	hypothetical protein	PALES_28331
PALES_28341	hypothetical protein	PALES_28341
PALES_28351	hypothetical protein	PALES_28351
PALES_28361	hypothetical protein	PALES_28361
PALES_28371	hypothetical protein	PALES_28371
PALES_28381	hypothetical protein	PALES_28381
PALES_28391	hypothetical protein	PALES_28391
PALES_28401	hypothetical protein	PALES_28401
PALES_28411	hypothetical protein	PALES_28411
PALES_28421	hypothetical protein	PALES_28421
PALES_28431	hypothetical protein	PALES_28431
PALES_28441	hypothetical protein	PALES_28441
PALES_28451	putative transcriptional regulator	PALES_28451
PALES_28461	hypothetical protein	PALES_28461
PALES_28471	putative transcriptional regulator	PALES_28471
PALES_28481	glycine cleavage system protein H	gcvH2
PALES_28491	glycine dehydrogenase	gcvP2
PALES_28501	serine hydroxymethyltransferase	glyA2
PALES_28511	L-serine dehydratase	sdaA
PALES_28521	glycine cleavage system protein T2	gcvT2
PALES_28531	hypothetical protein	PALES_28531
PALES_28541	hypothetical protein	PALES_28541
PALES_28551	hypothetical protein	PALES_28551
PALES_28561	hypothetical protein	PALES_28561
PALES_28571	hypothetical protein	PALES_28571
PALES_28581	hypothetical protein	PALES_28581
PALES_28591	putative cation-transporting P-type ATPase	PALES_28591
PALES_28601	hypothetical protein	PALES_28601
PALES_28611	hypothetical protein	PALES_28611
PALES_28621	putative transcriptional regulator	PALES_28621
PALES_28631	hypothetical protein	PALES_28631
PALES_28641	hypothetical protein	PALES_28641
PALES_28651	hypothetical protein	PALES_28651
PALES_28661	hypothetical protein	PALES_28661
PALES_28671	hypothetical protein	PALES_28671
PALES_28681	hypothetical protein	PALES_28681
PALES_28691	extracytoplasmic-function sigma-70 factor	pvdS
PALES_28701	PvdG	pvdG
PALES_28711	peptide synthase	pvdL
PALES_28721	hypothetical protein	PALES_28721
PALES_28731	hypothetical protein	PALES_28731
PALES_28741	hypothetical protein	PALES_28741
PALES_28751	hypothetical protein	PALES_28751
PALES_28761	putative porin	PALES_28761
PALES_28771	putative hydrolase	PALES_28771
PALES_28781	putative pirin-related protein	PALES_28781
PALES_28791	putative transcriptional regulator	PALES_28791
PALES_28801	trehalase	treA
PALES_28811	hypothetical protein	PALES_28811
PALES_28821	L-sorbosone dehydrogenase	PALES_28821
PALES_28831	diaminobutyrate--2-oxoglutarate aminotransferase	pvdH
PALES_28841	putative MbtH-like protein	PALES_28841
PALES_28851	putative thioesterase	PALES_28851
PALES_28861	putative ABC transporter, periplasmic substrate-binding protein	PALES_28861
PALES_28871	putative permease of ABC transporter	PALES_28871
PALES_28881	putative ATP-binding component of ABC transporter	PALES_28881
PALES_28891	putative adhesion protein	PALES_28891
PALES_28901	hypothetical protein	PALES_28901
PALES_28911	hypothetical protein	PALES_28911
PALES_28921	hypothetical protein	PALES_28921
PALES_28931	hypothetical protein	PALES_28931
PALES_28941	Sip	sip
PALES_28951	PvdI(3)	pvdI
PALES_28961	PvdJ(3)	pvdJ
PALES_28971	peptide synthase	pvdD
PALES_28981	FpvAIII	fpvA
PALES_28991	pyoverdine biosynthesis protein PvdE	pvdE
PALES_29011	ferripyoverdine receptor	fpvA2
PALES_29021	pyoverdine biosynthesis protein	pvdE2
PALES_29041	ferripyoverdine receptor	fpvA3
PALES_29051	pyoverdine biosynthesis protein	pvdE3
PALES_29061	pyoverdine synthetase F	pvdF
PALES_29071	PvdO	pvdO
PALES_29081	PvdN	pvdN
PALES_29091	putative dipeptidase precursor	PALES_29091
PALES_29101	PvdP	pvdP
PALES_29111	putative outer membrane protein precursor	opmQ
PALES_29121	putative ATP-binding/permease fusion ABC transporter	PALES_29121
PALES_29131	putative ABC export system, membrane fusion protein	PALES_29131
PALES_29141	putative transmembrane sensor	PALES_29141
PALES_29151	RNA polymerase sigma factor	PALES_29151
PALES_29161	L-ornithine N5-oxygenase	pvdA
PALES_29171	PvdQ	pvdQ
PALES_29181	hypothetical protein	PALES_29181
PALES_29191	putative transcriptional regulator	PALES_29191
PALES_29201	L-lactate dehydrogenase	lldA
PALES_29211	hypothetical protein	PALES_29211
PALES_29221	hypothetical protein	PALES_29221
PALES_29231	putative oxidoreductase	PALES_29231
PALES_29241	putative aldehyde dehydrogenase	PALES_29241
PALES_29251	putative ABC-type transport protein, periplasmic component	PALES_29251
PALES_29261	putative transcriptional regulator	PALES_29261
PALES_29271	hypothetical protein	PALES_29271
PALES_29281	hypothetical protein	PALES_29281
PALES_29291	hypothetical protein	PALES_29291
PALES_29301	hypothetical protein	PALES_29301
PALES_29311	hypothetical protein	PALES_29311
PALES_29321	putative ClpA/B-type protease	PALES_29321
PALES_29331	hypothetical protein	PALES_29331
PALES_29341	hypothetical protein	PALES_29341
PALES_29351	hypothetical protein	PALES_29351
PALES_29361	hypothetical protein	PALES_29361
PALES_29371	hypothetical protein	PALES_29371
PALES_29381	hypothetical protein	PALES_29381
PALES_29391	hypothetical protein	PALES_29391
PALES_29401	hypothetical protein	PALES_29401
PALES_29411	hypothetical protein	PALES_29411
PALES_29421	hypothetical protein	PALES_29421
PALES_29431	hypothetical protein	PALES_29431
PALES_29441	putative transcriptional regulator	PALES_29441
PALES_29451	hypothetical protein	PALES_29451
PALES_29461	NADH-dependent FMN reductase MsuE	msuE
PALES_29471	methanesulfonate sulfonatase MsuD	msuD
PALES_29481	putative FMNH2-dependent monooxygenase	PALES_29481
PALES_29491	putative transcriptional regulator	PALES_29491
PALES_29501	putative ATPase	PALES_29501
PALES_29511	putative glycerophosphoryl diester phosphodiesterase	PALES_29511
PALES_29521	putative permease of ABC transporter	PALES_29521
PALES_29531	putative ATP-binding component of ABC transporter	PALES_29531
PALES_29541	putative ABC transporter, periplasmic binding protein	PALES_29541
PALES_29551	putative monooxygenase, DszA family	PALES_29551
PALES_29561	putative monooxygenase, DszC family	PALES_29561
PALES_29571	putative monooxygenase, DszC family	PALES_29571
PALES_29581	putative transmembrane protein	PALES_29581
PALES_29591	fructokinase	mtlZ
PALES_29601	xylulose kinase	mtlY
PALES_29611	mannitol dehydrogenase	mtlD
PALES_29621	putative ATP-binding component of ABC maltose/mannitol transporter	PALES_29621
PALES_29631	putative binding-protein-dependent maltose/mannitol transport protein	PALES_29631
PALES_29641	putative binding-protein-dependent maltose/mannitol transport protein	PALES_29641
PALES_29651	putative binding protein component of ABC maltose/mannitol transporter	PALES_29651
PALES_29661	transcriptional regulator MtlR	mtlR
PALES_29671	hypothetical protein	PALES_29671
PALES_29681	putative TonB-dependent receptor	PALES_29681
PALES_29691	putative transcriptional regulator	PALES_29691
PALES_29701	putative sulfatase	PALES_29701
PALES_29711	putative transcriptional regulator	PALES_29711
PALES_29721	putative alkylhydroperoxidase	PALES_29721
PALES_29731	putative acyl-CoA dehydrogenase	PALES_29731
PALES_29741	putative ATP-binding component of ABC transporter	PALES_29741
PALES_29751	putative sulfonate ABC transporter, periplasmic sulfonate-binding protein	PALES_29751
PALES_29761	putative permease of ABC transporter	PALES_29761
PALES_29771	hypothetical protein	PALES_29771
PALES_29781	putative xenobiotic compound monooxygenase, DszA family	PALES_29781
PALES_29791	putative flavin reductase dependent enzyme	PALES_29791
PALES_29801	putative flavin reductase dependent enzyme	PALES_29801
PALES_29811	putative glyceraldehyde-3-phosphate dehydrogenase	PALES_29811
PALES_29821	hypothetical protein	PALES_29821
PALES_29831	gluconate permease	PALES_29831
PALES_29841	gluconokinase	PALES_29841
PALES_29851	transcriptional regulator GntR	gntR
PALES_29861	putative enzyme of the cupin superfamily	PALES_29861
PALES_29871	putative oxidoreductase	PALES_29871
PALES_29881	putative transcriptional regulator	PALES_29881
PALES_29891	putative beta lactamase	PALES_29891
PALES_29901	putative major facilitator superfamily (MFS) transporter	PALES_29901
PALES_29911	hypothetical protein	PALES_29911
PALES_29921	putative transcriptional regulator	PALES_29921
PALES_29931	hypothetical protein	PALES_29931
PALES_29941	putative taurine catabolism dioxygenase	PALES_29941
PALES_29951	putative ABC transporter, periplasmic binding protein	PALES_29951
PALES_29961	putative ATP-binding component of ABC transporter	PALES_29961
PALES_29971	putative permease of ABC transporter	PALES_29971
PALES_29981	AmbA	ambA
PALES_29991	AmbB	ambB
PALES_30001	AmbC	ambC
PALES_30011	AmbD	ambD
PALES_30021	AmbE	ambE
PALES_30031	putative tRNA synthase	PALES_30031
PALES_30041	chitinase	chiC
PALES_30051	putative transcriptional regulator	PALES_30051
PALES_30061	putative oxidoreductase	PALES_30061
PALES_30071	putative ferredoxin	PALES_30071
PALES_30081	hypothetical protein	PALES_30081
PALES_30091	putative permease of ABC transporter	PALES_30091
PALES_30101	putative ATP-binding component of ABC transporter	PALES_30101
PALES_30111	putative phycobiliprotein	PALES_30111
PALES_30121	hypothetical protein	PALES_30121
PALES_30131	putative glucose-sensitive porin	PALES_30131
PALES_30141	glucose dehydrogenase	gcd
PALES_30151	putative TonB-dependent receptor	PALES_30151
PALES_30161	hypothetical protein	PALES_30161
PALES_30171	hypothetical protein	PALES_30171
PALES_30181	hypothetical protein	PALES_30181
PALES_30191	hypothetical protein	PALES_30191
PALES_30201	hypothetical protein	PALES_30201
PALES_30211	putative protease	PALES_30211
PALES_30221	hypothetical protein	PALES_30221
PALES_30231	putative transcriptional regulator	PALES_30231
PALES_30241	putative arsenical resistance protein	PALES_30241
PALES_30251	ArsC protein	arsC
PALES_30261	ArsB protein	arsB
PALES_30271	ArsR protein	arsR
PALES_30281	putative transcriptional regulator	PALES_30281
PALES_30291	putative alcohol dehydrogenase (Zn-dependent)	PALES_30291
PALES_30301	hypothetical protein	PALES_30301
PALES_30311	putative transcriptional regulator	PALES_30311
PALES_30321	penicillin-binding protein 3A	pbpC
PALES_30331	putative acetyltransferase	PALES_30331
PALES_30341	putative transcriptional regulator	PALES_30341
PALES_30351	putative efflux protein	PALES_30351
PALES_30361	hypothetical protein	PALES_30361
PALES_30371	putative transcriptional regulator	PALES_30371
PALES_30381	putative cytochrome c precursor	PALES_30381
PALES_30391	gluconate dehydrogenase	PALES_30391
PALES_30401	hypothetical protein	PALES_30401
PALES_30411	putative 2-hydroxyacid dehydrogenase	PALES_30411
PALES_30421	putative 2-ketogluconate transporter	PALES_30421
PALES_30431	putative 2-ketogluconate kinase	PALES_30431
PALES_30441	putative putative epimerase	PALES_30441
PALES_30451	transcriptional regulator PtxS	ptxS
PALES_30461	transcriptional regulator PtxR	ptxR
PALES_30471	pyoverdine biosynthesis protein PvcD	pvcD
PALES_30481	pyoverdine biosynthesis protein PvcC	pvcC
PALES_30491	pyoverdine biosynthesis protein PvcB	pvcB
PALES_30501	pyoverdine biosynthesis protein PvcA	pvcA
PALES_30511	L-asparaginase I	ansA
PALES_30521	putative AGCS sodium/alanine/glycine symporter	PALES_30521
PALES_30531	hypothetical protein	PALES_30531
PALES_30541	dihydrolipoamide dehydrogenase	lpdV
PALES_30551	branched-chain alpha-keto acid dehydrogenase subunit E2	bkdB
PALES_30561	2-oxoisovalerate dehydrogenase (beta subunit)	bkdA2
PALES_30571	2-oxoisovalerate dehydrogenase (alpha subunit)	bkdA1
PALES_30581	transcriptional regulator BkdR	bkdR
PALES_30591	hypothetical protein	pslO
PALES_30601	putative DNA topoisomerase	pslN
PALES_30611	putative FAD-binding dehydrogenase	pslM
PALES_30621	putative acetyltransferase	pslL
PALES_30631	hypothetical protein	pslK
PALES_30641	hypothetical protein	pslJ
PALES_30651	putative transferase	pslI
PALES_30661	putative glycosyltransferase	pslH
PALES_30671	putative glycosyl hydrolase	pslG
PALES_30681	putative glycosyl transferase	pslF
PALES_30691	hypothetical protein	pslE
PALES_30701	putative exopolysaccharide transporter	pslD
PALES_30711	putative glycosyl transferase	pslC
PALES_30721	putative phosphomannose isomerase/GDP-mannose pyrophosphorylase	pslB
PALES_30731	putative glycosyl transferase	pslA
PALES_30741	hypothetical protein	PALES_30741
PALES_30751	hypothetical protein	PALES_30751
PALES_30761	hypothetical protein	PALES_30761
PALES_30771	hypothetical protein	PALES_30771
PALES_30781	hypothetical protein	PALES_30781
PALES_30791	hypothetical protein	PALES_30791
PALES_30801	hypothetical protein	PALES_30801
PALES_30811	hypothetical protein	PALES_30811
PALES_30821	hypothetical protein	PALES_30821
PALES_30831	hypothetical protein	PALES_30831
PALES_30841	hypothetical protein	PALES_30841
PALES_30851	hypothetical protein	PALES_30851
PALES_30861	hypothetical protein	PALES_30861
PALES_30871	phytoene dehydrogenase	PALES_30871
PALES_30881	hypothetical protein	PALES_30881
PALES_30891	hypothetical protein	PALES_30891
PALES_30901	aromatic-ring hyroxylase	PALES_30901
PALES_30911	hydrolase	PALES_30911
PALES_30921	1,3-propanediol dehydrogenase	PALES_30921
PALES_30931	putative amino acid permease	PALES_30931
PALES_30941	gamma-aminobutyraldehyde dehydrogenase	PALES_30941
PALES_30951	diaminobutyrate--2-oxoglutarate aminotransferase	PALES_30951
PALES_30961	Putative dehydrogenase	PALES_30961
PALES_30971	acetate permease	PALES_30971
PALES_30981	hypothetical protein	PALES_30981
PALES_30991	acyl-CoA synthetase	PALES_30991
PALES_31001	Putative Dehydrogenase	PALES_31001
PALES_31011	putative Acyl-CoA dehydrogenase	PALES_31011
PALES_31021	putative acyl-CoA dehydrogenase	PALES_31021
PALES_31031	FadE36, putative aminoglycoside phosphotransferase	PALES_31031
PALES_31041	propionate catabolism operon regulator prpR	PALES_31041
PALES_31051	hypothetical protein	PALES_31051
PALES_31061	paraquat-inducible protein B	PALES_31061
PALES_31071	paraquat-inducible protein A	PALES_31071
PALES_31081	putative aldehyde dehydrogenase	PALES_31081
PALES_31091	hypothetical protein	PALES_31091
PALES_31101	putative enzyme	PALES_31101
PALES_31111	putative major facilitator superfamily (MFS) transporter	PALES_31111
PALES_31121	putative porin	PALES_31121
PALES_31131	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA
PALES_31141	putative hydrolase	PALES_31141
PALES_31151	RNA binding protein, putative	PALES_31151
PALES_31161	hypothetical protein	PALES_31161
PALES_31171	hypothetical protein	PALES_31171
PALES_31181	putative integral membrane protein	PALES_31181
PALES_31191	putative transcriptional regulator	PALES_31191
PALES_31201	hypothetical protein	PALES_31201
PALES_31211	putative binding protein component of ABC transporter	PALES_31211
PALES_31221	putative amino acid permease	PALES_31221
PALES_31231	putative amino acid permease	PALES_31231
PALES_31241	hypothetical protein	PALES_31241
PALES_31251	putative signal transduction protein	PALES_31251
PALES_31261	putative dehydrogenase	PALES_31261
PALES_31271	putative antibiotic biosynthesis monooxygenase	PALES_31271
PALES_31281	putative NADP-dependent oxidoreductase	PALES_31281
PALES_31291	putative transcriptional regulator	PALES_31291
PALES_31301	hydrogen cyanide synthase HcnC	hcnC
PALES_31311	hydrogen cyanide synthase HcnB	hcnB
PALES_31321	hydrogen cyanide synthase HcnA	hcnA
PALES_31331	hypothetical protein	PALES_31331
PALES_31341	adenylate cyclase ExoY	exoY
PALES_31351	hypothetical protein	PALES_31351
PALES_31361	hypothetical protein	PALES_31361
PALES_31371	putative alcohol dehydrogenase (Zn-dependent)	PALES_31371
PALES_31381	putative small intergral membrane protein	PALES_31381
PALES_31391	hypothetical protein	PALES_31391
PALES_31401	non-heme catalase KatN	katN
PALES_31411	hypothetical protein	PALES_31411
PALES_31421	hypothetical protein	PALES_31421
PALES_31431	hypothetical protein	PALES_31431
PALES_31441	carboxylate-amine ligase	PALES_31441
PALES_31451	hypothetical protein	PALES_31451
PALES_31461	putative methylase	PALES_31461
PALES_31471	hypothetical protein	PALES_31471
PALES_31481	putative sensor/response regulator hybrid	PALES_31481
PALES_31491	hypothetical protein	PALES_31491
PALES_31501	hypothetical protein	PALES_31501
PALES_31511	hypothetical protein	PALES_31511
PALES_31521	hypothetical protein	PALES_31521
PALES_31531	hypothetical protein	PALES_31531
PALES_31541	putative cellulase	PALES_31541
PALES_31551	hypothetical protein	PALES_31551
PALES_31561	hypothetical protein	PALES_31561
PALES_31571	hypothetical protein	PALES_31571
PALES_31581	putative hydrolase	PALES_31581
PALES_31591	hypothetical protein	PALES_31591
PALES_31601	hypothetical protein	PALES_31601
PALES_31611	glycogen synthase	glgA
PALES_31621	putative glycosyl hydrolase	PALES_31621
PALES_31631	putative 4-alpha-glucanotransferase	PALES_31631
PALES_31641	putative glycosyl hydrolase	PALES_31641
PALES_31651	hypothetical protein	PALES_31651
PALES_31661	putative glycosyl hydrolase	PALES_31661
PALES_31671	hypothetical protein	PALES_31671
PALES_31681	putative alcohol dehydrogenase (Zn-dependent)	PALES_31681
PALES_31691	hypothetical protein	PALES_31691
PALES_31701	putative metal-dependent hydrolase	PALES_31701
PALES_31711	cardiolipin synthase 2	PALES_31711
PALES_31721	hypothetical protein	PALES_31721
PALES_31731	glycogen branching enzyme	glgB
PALES_31741	putative trehalose synthase	PALES_31741
PALES_31751	putative alpha-amylase family protein	PALES_31751
PALES_31761	putative KU domain protein	PALES_31761
PALES_31771	hypothetical protein	PALES_31771
PALES_31781	putative Mg(2+) transporter	PALES_31781
PALES_31791	hydroperoxidase II	katE
PALES_31801	hypothetical protein	PALES_31801
PALES_31811	hypothetical protein	PALES_31811
PALES_31821	glycogen phosphorylase	glgP
PALES_31831	hypothetical protein	PALES_31831
PALES_31841	hypothetical protein	PALES_31841
PALES_31851	putative short-chain dehydrogenase	PALES_31851
PALES_31861	putative ompetence-damaged protein	PALES_31861
PALES_31871	putative metallothionein	PALES_31871
PALES_31881	hypothetical protein	PALES_31881
PALES_31891	ATP-dependent DNA ligase	ligD
PALES_31901	putative histidine kinase	PALES_31901
PALES_31911	hypothetical protein	PALES_31911
PALES_31921	putative transporter	PALES_31921
PALES_31931	putative outer membrane protein	PALES_31931
PALES_31941	putative EAL domain protein	PALES_31941
PALES_31951	chaperone CupA5	cupA5
PALES_31961	fimbrial subunit CupA4	cupA4
PALES_31971	usher CupA3	cupA3
PALES_31981	chaperone CupA2	cupA2
PALES_31991	fimbrial subunit CupA1	cupA1
PALES_32001	putative phosphoadenosine phosphosulfate sulfotransferase	PALES_32001
PALES_32011	putative transcriptional regulator	PALES_32011
PALES_32021	putative aldehyde dehydrogenase	PALES_32021
PALES_32031	putative dehydrogenase	PALES_32031
PALES_32041	putative transcriptional regulator	PALES_32041
PALES_32051	hypothetical protein	PALES_32051
PALES_32061	putative transcriptional regulator	PALES_32061
PALES_32071	hypothetical protein	PALES_32071
PALES_32081	alcohol dehydrogenase (Zn-dependent)	PALES_32081
PALES_32091	hypothetical protein	PALES_32091
PALES_32101	O6-methylguanine-DNA methyltransferase	ada
PALES_32111	hypothetical protein	PALES_32111
PALES_32121	hypothetical protein	PALES_32121
PALES_32131	putative transcriptional regulator	PALES_32131
PALES_32141	putative major facilitator superfamily (MFS) transporter	PALES_32141
PALES_32151	pyroglutamate porin OpdO	opdO
PALES_32161	LamB/YcsF family protein	PALES_32161
PALES_32171	putative allophanate hydrolase subunit 1	PALES_32171
PALES_32181	putative allophanate hydrolase subunit 2	PALES_32181
PALES_32191	putative outer membrane protein	PALES_32191
PALES_32201	thiamine pyrophosphate protein	PALES_32201
PALES_32211	hypothetical protein	PALES_32211
PALES_32221	short chain dehydrogenase	PALES_32221
PALES_32231	putative esterase/deacetylase	PALES_32231
PALES_32241	putative flavin-binding monooxygenase	PALES_32241
PALES_32251	putative transcriptional regulator	PALES_32251
PALES_32261	hypothetical protein	PALES_32261
PALES_32271	putative transmembrane sensor	PALES_32271
PALES_32281	RNA polymerase sigma factor	PALES_32281
PALES_32291	putative major facilitator superfamily (MFS) transporter	PALES_32291
PALES_32301	putative permease	PALES_32301
PALES_32311	putative flavin-dependent oxidoreductase	PALES_32311
PALES_32321	putative TonB-dependent receptor	PALES_32321
PALES_32331	hypothetical protein	PALES_32331
PALES_32341	hypothetical protein	PALES_32341
PALES_32351	putative epoxide hydrolase	PALES_32351
PALES_32361	putative ring-hydroxylating dioxygenase small subunit	PALES_32361
PALES_32371	putative asparagine synthetase	PALES_32371
PALES_32381	putative ring-hydroxylating dioxygenase subunit	PALES_32381
PALES_32391	putative transcriptional regulator	PALES_32391
PALES_32401	kynurenine formamidase, KynB	kynB
PALES_32411	putative kynureninase	PALES_32411
PALES_32421	putative amino acid permease	PALES_32421
PALES_32431	hypothetical protein	PALES_32431
PALES_32441	hypothetical protein	PALES_32441
PALES_32451	putative transcriptional regulator	PALES_32451
PALES_32461	hypothetical protein	PALES_32461
PALES_32471	hypothetical protein	PALES_32471
PALES_32481	hypothetical protein	PALES_32481
PALES_32491	putative transporter (membrane subunit)	PALES_32491
PALES_32501	putative sensory box protein	PALES_32501
PALES_32511	elongation factor G	fusA2
